GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.LocationStrategy.NoOp,16,0,0,0,3,0,2,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Default.NativeMethodStrategy.Disabled,23,0,0,0,5,0,4,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Default.ExecutingTransformer.LegacyVmDispatcher,146,0,18,0,8,0,13,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Transformer.ForAdvice.Entry.ForUnifiedAdvice,58,0,10,0,4,0,9,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.LambdaInstrumentationStrategy.LambdaInstanceFactory.ConstructorImplementation,37,0,0,0,7,0,4,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Listener.Adapter,8,0,0,0,6,0,6,0,6,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Listener.Compound,175,0,24,0,31,0,21,0,9,0
proiektua23,net.bytebuddy.agent.builder,LambdaFactory,295,0,14,0,39,0,15,0,8,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InitializationStrategy.SelfInjection.Split,17,0,0,0,5,0,3,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Default.Transformation.Compound,167,0,26,0,27,0,20,0,6,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.Listener.Compound,144,0,20,0,24,0,17,0,7,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.Collector.ForRedefinition,77,0,4,0,19,0,4,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.Listener.ErrorEscalating,25,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Default.ExecutingTransformer.Java9CapableVmDispatcher,166,0,20,0,9,0,14,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.Listener.NoOp,18,0,0,0,5,0,4,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InjectionStrategy.UsingInstrumentation,73,0,12,0,7,0,10,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InstallationListener.Adapter,8,0,0,0,5,0,5,0,5,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.PoolStrategy.Eager,42,0,0,0,7,0,3,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RawMatcher.ForLoadState,46,0,4,0,7,0,5,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.FallbackStrategy.Simple,37,0,0,0,7,0,3,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.Dispatcher.CreationAction,44,0,0,0,7,0,2,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Default.Transformation.Simple.Resolution,266,0,24,0,21,0,20,0,8,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.ResubmissionScheduler.NoOp,18,0,0,0,4,0,3,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InitializationStrategy.SelfInjection.Eager.Dispatcher,57,0,4,0,11,0,4,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InitializationStrategy.NoOp,19,0,0,0,5,0,4,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Default.Transformation.Resolution.Sort,48,0,0,0,8,0,3,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.TypeStrategy.Default,44,0,0,0,5,0,1,0,1,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Listener.StreamWriting,200,0,8,0,20,0,16,0,12,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.ResubmissionScheduler.Cancelable.NoOp,15,0,0,0,3,0,2,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Transformer.NoOp,16,0,0,0,3,0,2,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Default.Transforming,248,0,14,0,10,0,15,0,8,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.Listener.ErrorEscalating.new AgentBuilder.RedefinitionStrategy.Listener.ErrorEscalating() {...},20,0,0,0,3,0,3,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.Listener.ErrorEscalating.new AgentBuilder.RedefinitionStrategy.Listener.ErrorEscalating() {...},24,0,2,0,5,0,4,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.TypeStrategy.Default.new AgentBuilder.TypeStrategy.Default() {...},11,0,0,0,2,0,2,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.TypeStrategy.Default.new AgentBuilder.TypeStrategy.Default() {...},12,0,0,0,2,0,2,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.TypeStrategy.Default.new AgentBuilder.TypeStrategy.Default() {...},11,0,0,0,2,0,2,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.TypeStrategy.Default.new AgentBuilder.TypeStrategy.Default() {...},17,0,0,0,5,0,2,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InitializationStrategy.SelfInjection.Split.Dispatcher,128,0,12,0,25,0,8,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Default.ExecutingTransformer,339,0,26,0,53,0,21,0,8,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.PoolStrategy.Default,42,0,0,0,7,0,3,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Matchable.AbstractBase,43,0,0,0,7,0,7,0,7,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.Listener.Yielding,21,0,2,0,7,0,5,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.BatchAllocator.Partitioning,122,0,16,0,16,0,13,0,5,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Listener.WithTransformationsOnly,59,0,8,0,7,0,9,0,5,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.ResubmissionStrategy.Enabled.ResubmissionInstallationListener,188,0,22,0,58,0,15,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.DescriptionStrategy.SuperTypeLoading.Asynchronous.ThreadSwitchingClassLoadingDelegate,118,0,18,0,13,0,13,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.DescriptionStrategy.SuperTypeLoading.Asynchronous.ThreadSwitchingClassLoadingDelegate.NotifyingClassLoadingAction,35,0,0,0,9,0,2,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.DescriptionStrategy.Default,59,0,0,0,10,0,5,0,5,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RawMatcher.Conjunction,81,0,14,0,6,0,11,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InjectionStrategy.UsingReflection,34,0,4,0,7,0,4,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.Dispatcher.ForJava6CapableVm,165,0,14,0,25,0,13,0,6,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.BatchAllocator.ForFixedSize,96,0,14,0,12,0,12,0,5,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.LambdaInstrumentationStrategy.LambdaInstanceFactory.BridgeMethodImplementation.Appender,98,0,10,0,11,0,9,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Transformer.ForBuildPlugin,49,0,8,0,4,0,8,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.DescriptionStrategy.SuperTypeLoading.Asynchronous.ThreadSwitchingClassLoadingDelegate.SimpleClassLoadingAction,66,0,10,0,5,0,9,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.LambdaInstrumentationStrategy.LambdaInstanceFactory.SerializationImplementation,315,0,20,0,31,0,15,0,5,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InstallationListener.NoOp,19,0,0,0,6,0,5,0,5,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.LambdaInstrumentationStrategy.new AgentBuilder.LambdaInstrumentationStrategy() {...},56,0,2,0,15,0,4,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.LambdaInstrumentationStrategy.new AgentBuilder.LambdaInstrumentationStrategy() {...},18,0,4,0,3,0,5,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.ResubmissionScheduler.WithFixedDelay,103,0,14,0,7,0,12,0,5,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.DiscoveryStrategy.Explicit,53,0,8,0,6,0,9,0,5,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.Listener.BatchReallocator,67,0,12,0,7,0,11,0,5,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InstallationListener.StreamWriting,128,0,8,0,16,0,13,0,9,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RawMatcher.ForResolvableTypes,37,0,4,0,8,0,5,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.DiscoveryStrategy.Reiterating,19,0,0,0,3,0,2,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.new AgentBuilder.RedefinitionStrategy() {...},19,0,0,0,4,0,4,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.LambdaInstrumentationStrategy.LambdaInstanceFactory.ConstructorImplementation.Appender,118,0,10,0,13,0,9,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.new AgentBuilder.RedefinitionStrategy() {...},28,0,2,0,5,0,4,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.new AgentBuilder.RedefinitionStrategy() {...},29,0,2,0,5,0,4,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.Listener.StreamWriting,139,0,8,0,14,0,12,0,8,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.LambdaInstrumentationStrategy,71,0,8,0,13,0,8,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InitializationStrategy.SelfInjection.Lazy.Dispatcher,42,0,2,0,8,0,3,0,2,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RedefinitionStrategy.ResubmissionStrategy.Enabled.LookupKey,53,0,12,0,13,0,9,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.PoolStrategy.WithTypePoolCache.Simple,87,0,16,0,15,0,14,0,6,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.RawMatcher.ForElementMatchers,107,0,18,0,10,0,15,0,6,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InitializationStrategy.Minimal,82,0,8,0,17,0,8,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.CircularityLock.Inactive,17,0,0,0,4,0,3,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.LambdaInstrumentationStrategy.LambdaInstanceFactory.LambdaMethodImplementation.Appender,244,0,20,0,26,0,14,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Transformer.ForAdvice.Entry,44,0,8,0,4,0,8,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InitializationStrategy.SelfInjection,48,0,8,0,4,0,8,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.Transformer.Compound,99,0,16,0,15,0,13,0,5,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.LambdaInstrumentationStrategy.LambdaInstanceFactory.FactoryImplementation,22,0,0,0,4,0,3,0,3,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.TypeStrategy.ForBuildEntryPoint,49,0,8,0,4,0,8,0,4,0
proiektua23,net.bytebuddy.agent.builder,AgentBuilder.InitializationStrategy.SelfInjection.Dispatcher.InjectingInitializer,132,0,16,0,12,0,13,0,5,0
proiektua23,net.bytebuddy.matcher,StringMatcher,66,16,10,0,1,5,8,2,3,2
proiektua23,net.bytebuddy.matcher,BooleanMatcher,37,9,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,MethodExceptionTypeMatcher,59,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.matcher,LatentMatcher.ForSelfDeclaredMethod,44,0,2,0,9,0,4,0,3,0
proiektua23,net.bytebuddy.matcher,DefinedShapeMatcher,59,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.matcher,NameMatcher,47,12,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,HasSuperClassMatcher,82,0,14,0,11,0,12,0,5,0
proiektua23,net.bytebuddy.matcher,InheritedAnnotationMatcher,59,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.matcher,CollectionErasureMatcher,47,31,8,2,1,8,7,3,3,2
proiektua23,net.bytebuddy.matcher,AnnotationTypeMatcher,47,12,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,ElementMatcher.Junction.Disjunction,67,23,10,4,1,5,8,4,3,2
proiektua23,net.bytebuddy.matcher,StringMatcher.Mode,3,111,0,0,1,13,1,2,1,2
proiektua23,net.bytebuddy.matcher,MethodOverrideMatcher,148,0,28,0,21,0,21,0,7,0
proiektua23,net.bytebuddy.matcher,MethodSortMatcher.Sort,3,67,0,0,1,9,1,2,1,2
proiektua23,net.bytebuddy.matcher,ModifierMatcher.Mode,3,234,0,0,1,24,1,3,1,3
proiektua23,net.bytebuddy.matcher,CollectionItemMatcher,49,23,9,3,2,7,8,3,3,2
proiektua23,net.bytebuddy.matcher,CachingMatcher.WithInlineEviction,28,0,2,0,8,0,3,0,2,0
proiektua23,net.bytebuddy.matcher,InstanceTypeMatcher,66,0,12,0,5,0,11,0,5,0
proiektua23,net.bytebuddy.matcher,MethodParametersMatcher,47,12,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,NullMatcher,31,0,8,0,3,0,9,0,5,0
proiektua23,net.bytebuddy.matcher,ErasureMatcher,47,12,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,FieldTypeMatcher,59,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.matcher,MethodParameterTypeMatcher,47,12,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,ElementMatcher.Junction.AbstractBase,0,15,0,0,0,3,0,3,0,3
proiektua23,net.bytebuddy.matcher,MethodSortMatcher,39,11,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,DeclaringMethodMatcher,59,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.matcher,FilterableList.AbstractBase,13,53,1,7,1,11,1,7,0,4
proiektua23,net.bytebuddy.matcher,CollectionOneToOneMatcher,75,41,16,6,11,9,13,3,3,2
proiektua23,net.bytebuddy.matcher,TypeSortMatcher,47,12,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,VisibilityMatcher,47,11,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,LatentMatcher.ForMethodToken.ResolvedMatcher,47,0,8,0,4,0,8,0,4,0
proiektua23,net.bytebuddy.matcher,HasSuperTypeMatcher,117,0,20,0,20,0,15,0,5,0
proiektua23,net.bytebuddy.matcher,SignatureTokenMatcher,47,12,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,CachingMatcher,80,0,8,0,12,0,10,0,6,0
proiektua23,net.bytebuddy.matcher,LatentMatcher.ForMethodToken,49,0,8,0,4,0,8,0,4,0
proiektua23,net.bytebuddy.matcher,DescriptorMatcher,59,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.matcher,ClassLoaderParentMatcher,73,0,14,0,10,0,12,0,5,0
proiektua23,net.bytebuddy.matcher,FilterableList.Empty,57,7,6,0,7,3,6,3,3,3
proiektua23,net.bytebuddy.matcher,LatentMatcher.Resolved,44,0,8,0,4,0,8,0,4,0
proiektua23,net.bytebuddy.matcher,DeclaringAnnotationMatcher,59,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.matcher,StringMatcher.Mode.new StringMatcher.Mode() {...},6,7,0,0,1,1,1,1,1,1
proiektua23,net.bytebuddy.matcher,StringMatcher.Mode.new StringMatcher.Mode() {...},4,7,0,0,1,1,1,1,1,1
proiektua23,net.bytebuddy.matcher,StringMatcher.Mode.new StringMatcher.Mode() {...},6,7,0,0,1,1,1,1,1,1
proiektua23,net.bytebuddy.matcher,StringMatcher.Mode.new StringMatcher.Mode() {...},4,7,0,0,1,1,1,1,1,1
proiektua23,net.bytebuddy.matcher,StringMatcher.Mode.new StringMatcher.Mode() {...},0,11,0,0,0,2,0,2,0,2
proiektua23,net.bytebuddy.matcher,StringMatcher.Mode.new StringMatcher.Mode() {...},6,7,0,0,1,1,1,1,1,1
proiektua23,net.bytebuddy.matcher,StringMatcher.Mode.new StringMatcher.Mode() {...},4,7,0,0,1,1,1,1,1,1
proiektua23,net.bytebuddy.matcher,StringMatcher.Mode.new StringMatcher.Mode() {...},4,7,0,0,1,1,1,1,1,1
proiektua23,net.bytebuddy.matcher,StringMatcher.Mode.new StringMatcher.Mode() {...},0,11,0,0,0,2,0,2,0,2
proiektua23,net.bytebuddy.matcher,EqualityMatcher,47,11,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,MethodReturnTypeMatcher,47,12,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,ElementMatchers,1322,0,46,0,235,0,214,0,191,0
proiektua23,net.bytebuddy.matcher,LatentMatcher.Disjunction,68,0,10,0,10,0,10,0,5,0
proiektua23,net.bytebuddy.matcher,CollectionSizeMatcher,67,18,14,2,6,5,11,2,3,2
proiektua23,net.bytebuddy.matcher,SubTypeMatcher,58,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.matcher,CollectionElementMatcher,107,0,18,0,11,0,14,0,5,0
proiektua23,net.bytebuddy.matcher,PrimitiveTypeMatcher,28,0,6,0,3,0,8,0,5,0
proiektua23,net.bytebuddy.matcher,ClassLoaderHierarchyMatcher,73,0,12,0,10,0,11,0,5,0
proiektua23,net.bytebuddy.matcher,ModifierMatcher,39,17,8,2,1,4,7,3,3,2
proiektua23,net.bytebuddy.matcher,SuperTypeMatcher,47,11,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,LatentMatcher.ForFieldToken.ResolvedMatcher,47,0,8,0,4,0,8,0,4,0
proiektua23,net.bytebuddy.matcher,LatentMatcher.Conjunction,68,0,10,0,10,0,10,0,5,0
proiektua23,net.bytebuddy.matcher,ArrayTypeMatcher,28,0,6,0,3,0,8,0,5,0
proiektua23,net.bytebuddy.matcher,DeclaringFieldMatcher,59,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.matcher,NegatingMatcher,47,15,8,2,1,4,7,3,3,2
proiektua23,net.bytebuddy.matcher,AccessibilityMatcher,58,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.matcher,MethodSortMatcher.Sort.new MethodSortMatcher.Sort() {...},0,10,0,0,0,2,0,2,0,2
proiektua23,net.bytebuddy.matcher,MethodSortMatcher.Sort.new MethodSortMatcher.Sort() {...},0,10,0,0,0,2,0,2,0,2
proiektua23,net.bytebuddy.matcher,MethodSortMatcher.Sort.new MethodSortMatcher.Sort() {...},0,10,0,0,0,2,0,2,0,2
proiektua23,net.bytebuddy.matcher,MethodSortMatcher.Sort.new MethodSortMatcher.Sort() {...},0,10,0,0,0,2,0,2,0,2
proiektua23,net.bytebuddy.matcher,MethodParameterTypesMatcher,47,12,8,0,1,4,7,2,3,2
proiektua23,net.bytebuddy.matcher,FailSafeMatcher,83,0,10,0,8,0,10,0,5,0
proiektua23,net.bytebuddy.matcher,LatentMatcher.ForFieldToken,49,0,8,0,4,0,8,0,4,0
proiektua23,net.bytebuddy.matcher,MethodSortMatcher.Sort.new MethodSortMatcher.Sort() {...},3,7,0,0,1,1,1,1,1,1
proiektua23,net.bytebuddy.matcher,DeclaringTypeMatcher,47,21,9,3,1,5,8,3,3,2
proiektua23,net.bytebuddy.matcher,ElementMatcher.Junction.Conjunction,67,23,10,4,1,5,8,4,3,2
proiektua23,net.bytebuddy.matcher,IsNamedMatcher,28,0,6,0,3,0,8,0,5,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForGenericArray.LazyGenericArray,47,0,0,0,9,0,3,0,3,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.LazyPackageDescription,38,0,2,0,8,0,4,0,3,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.LazyMethodDescription.LazyParameterList,59,0,6,0,8,0,8,0,5,0
proiektua23,net.bytebuddy.pool,TypePool.Default.AnnotationRegistrant.ForTypeVariable,11,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.pool,TypePool.Default.AnnotationRegistrant.AbstractBase.ForTypeVariable.WithIndex,33,0,2,0,9,0,3,0,2,0
proiektua23,net.bytebuddy.pool,TypePool.Default.GenericTypeExtractor.IncompleteToken.AbstractBase,38,0,0,0,8,0,5,0,5,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.FieldTokenList,21,0,0,0,3,0,3,0,3,0
proiektua23,net.bytebuddy.pool,TypePool.Default.GenericTypeExtractor.ForSignature.OfType.InterfaceTypeRegistrant,48,0,8,0,3,0,8,0,4,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForParameterizedType,85,0,12,0,7,0,12,0,6,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.TokenizedGenericType.TokenList,69,0,2,0,12,0,5,0,4,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.TokenizedGenericType.Malformed,23,0,0,0,7,0,4,0,4,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForTypeVariable,84,0,10,0,9,0,11,0,6,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForGenericArray,75,0,8,0,6,0,10,0,6,0
proiektua23,net.bytebuddy.pool,TypePool.Default.AnnotationRegistrant.AbstractBase.ForTypeVariable,35,0,4,0,10,0,4,0,2,0
proiektua23,net.bytebuddy.pool,TypePool.Default.AnnotationRegistrant.ForTypeVariable.WithIndex.DoubleIndexed,13,0,0,0,4,0,2,0,2,0
proiektua23,net.bytebuddy.pool,TypePool.Default.WithLazyResolution.LazyResolution,74,0,10,0,5,0,10,0,5,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.Resolution.Raw,48,0,0,0,9,0,8,0,8,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.Resolution.ForType.Tokenized,106,0,12,0,8,0,12,0,6,0
proiektua23,net.bytebuddy.pool,TypePool.Default.TypeExtractor.AnnotationExtractor,133,0,4,0,24,0,10,0,8,0
proiektua23,net.bytebuddy.pool,TypePool.Resolution.Illegal,56,0,8,0,5,0,9,0,5,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForPrimitiveType,181,0,12,0,28,0,16,0,6,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.LazyAnnotationValue.ForAnnotationValue,70,0,8,0,10,0,6,0,2,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.TokenizedGenericType,123,0,12,0,16,0,12,0,6,0
proiektua23,net.bytebuddy.pool,TypePool.Default.TypeExtractor.MethodExtractor,349,0,23,0,61,0,26,0,12,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.LazyMethodDescription.LazyParameterizedReceiverType,88,0,8,0,16,0,11,0,7,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.LazyNestMemberList,78,0,4,0,16,0,7,0,5,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForUpperBoundWildcard,75,0,8,0,6,0,10,0,6,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForTypeVariable.AnnotatedTypeVariable,30,0,0,0,9,0,5,0,5,0
proiektua23,net.bytebuddy.pool,TypePool.Default.GenericTypeExtractor.IncompleteToken.ForTopLevelType,72,0,12,0,8,0,12,0,6,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForParameterizedType.Nested.LazyParameterizedType,85,0,0,0,13,0,5,0,5,0
proiektua23,net.bytebuddy.pool,TypePool.Default.ReaderMode,44,0,2,0,8,0,5,0,4,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForParameterizedType.LazyParameterizedType,67,0,2,0,14,0,6,0,5,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.LazyAnnotationValue,32,0,0,0,7,0,7,0,7,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.LazyAnnotationDescription,147,0,14,0,26,0,13,0,6,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForParameterizedType.Nested,113,0,14,0,8,0,13,0,6,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForUnboundWildcard.LazyUnboundWildcard,36,0,0,0,8,0,4,0,4,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForUnboundWildcard,49,0,2,0,6,0,5,0,4,0
proiektua23,net.bytebuddy.pool,TypePool.Default.GenericTypeExtractor.ForSignature.OfType,50,0,2,0,11,0,6,0,5,0
proiektua23,net.bytebuddy.pool,TypePool.Default.ComponentTypeLocator.Illegal,26,0,0,0,3,0,2,0,2,0
proiektua23,net.bytebuddy.pool,TypePool.AbstractBase,212,0,22,0,30,0,18,0,7,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.LazyAnnotationValue.ForEnumerationValue,93,0,10,0,13,0,7,0,2,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.AnnotationToken,102,0,12,0,10,0,12,0,6,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.LazyTypeList,77,0,6,0,17,0,8,0,5,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.MethodToken.ParameterToken,113,0,26,0,12,0,21,0,8,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.ForTypeVariable.UnresolvedTypeVariable,44,0,0,0,10,0,5,0,5,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.GenericTypeToken.Resolution.ForMethod.Tokenized,146,0,16,0,11,0,15,0,7,0
proiektua23,net.bytebuddy.pool,TypePool.Default.LazyTypeDescription.TokenizedGenericType.Malformed.TokenList,32,0,0,0,7,0,4,0,4,0
proiektua23,net.bytebuddy.pool,TypePool.Default.ComponentTypeLocator.ForAnnotationProperty.Bound,80,0,10,0,12,0,9,0,4,0
